I0915 00:32:37.852214       1 resolver.go:85] Model ID gemini-3.8-flash not in local config, defaulting to CCPA
I0915 00:32:37.852261       1 resolver.go:111] Model resolved via default
I0915 00:32:37.852369      10 server.go:1560] Starting language server process with pid 628713
I0915 00:32:37.852564      10 server.go:1613] Language server version: 1.2.2
I0915 00:32:37.852569      10 server.go:613] Language server will attempt to listen on host localhost
I0915 00:32:37.854971      10 server.go:628] Language server listening on random port at 40685 for HTTPS (gRPC)
I0915 00:32:37.855058      10 server.go:636] Language server listening on random port at 38049 for HTTP
W0915 00:32:38.030501      30 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.030538      30 errorreport.go:224] error getting token source: You are not logged into Antigravity.
E0915 00:32:38.030876      30 errorreport.go:224] Failed to poll ListExperiments: error getting token source: You are not logged into Antigravity.
I0915 00:32:38.030918      30 model_configs.go:65] Auth mode is unspecified, skipping fetchAvailableModels and returning empty response
I0915 00:32:38.032417      43 store_client.go:680] summary store: starting background reconciliation (trigger=startup)
W0915 00:32:38.033451      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.033471      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:32:38.033572      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.033595      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:32:38.033676      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.033693      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:32:38.033755      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.033779      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:32:38.033836      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.033848      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:32:38.033887      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.033899      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:32:38.034190      92 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.034231      92 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:32:38.034287      92 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.034312      92 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
W0915 00:32:38.034341      10 launchmanager.go:69] Entering local chrome mode! This is WRONG unless you are running tests or in eval mode on Linux.
W0915 00:32:38.034788      10 defaults.go:778] failed to get cs path: cs path /usr/bin/cs invalid
I0915 00:32:38.034848      10 manager.go:108] Creating trajectory store manager with proto store and SQLite store
W0915 00:32:38.035835      10 cache.go:135] Cache(loadCodeAssistResponse): Singleflight refresh failed: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.035870      10 errorreport.go:224] error getting token source: You are not logged into Antigravity.
W0915 00:32:38.035961      10 cache.go:135] Cache(userInfo): Singleflight refresh failed: failed to get load code assist response: error getting token source: You are not logged into Antigravity.
E0915 00:32:38.035991      10 errorreport.go:224] failed to get load code assist response: error getting token source: You are not logged into Antigravity.
I0915 00:32:38.036446     166 manager.go:88] Migration [MIGRATION_ID_SIDECAR_USER_CONFIG_BYPASS] is disabled, skipping entirely
I0915 00:32:38.036469     166 manager.go:91] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] is enabled
I0915 00:32:38.036574     166 manager.go:100] Migration [MIGRATION_ID_SANITY_CHECK_PROJECT_URIS] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:32:38.036583     166 manager.go:91] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] is enabled
I0915 00:32:38.036656     166 manager.go:100] Migration [MIGRATION_ID_PLUGIN_ENABLEMENT] already has status MIGRATION_STATUS_COMPLETED, skipping
I0915 00:32:38.036662     166 manager.go:91] Migration [MIGRATION_ID_BUILTIN_SIDECARS_TO_PLUGINS] is enabled
